rank,name,position,team,salary,season,salary_zscore,position_encoded,team_encoded,high_earner,experience_years,is_rookie_contract,is_veteran
180,A.C. Green,Forward,Miami Heat,2250000,2001,-0.346734806676719,1,20,0,0,1,0
355,A.J. Guyton,Guard,Chicago Bulls,316000,2001,-0.8789147246980905,3,5,0,0,1,0
384,A.J. Guyton,Guard,Chicago Bulls,465000,2002,-0.8006741421155887,3,5,0,1,1,0
441,A.J. Price,Point Guard,Indiana Pacers,457588,2010,-0.8149233811577846,5,13,0,0,1,0
444,A.J. Price,Point Guard,Indiana Pacers,762195,2011,-0.6990728806904788,5,13,0,1,1,0
414,A.J. Price,Point Guard,Indiana Pacers,854389,2012,-0.6125108228960757,5,13,0,2,1,0
445,A.J. Price,Point Guard,Washington Wizards,854389,2013,-0.5776664105185326,5,35,0,3,1,0
522,A.J. Price,Point Guard,Phoenix Suns,53838,2015,-0.8508987476982471,5,29,0,4,0,0
477,AJ Hammons,Center,Dallas Mavericks,650000,2017,-0.6999857416715392,0,7,0,0,1,0
418,AJ Hammons,Center,Miami Heat,1312611,2018,-0.6091383348019735,0,20,0,1,1,0
342,Aaron Brooks,Guard,Houston Rockets,972720,2008,-0.6762162202180643,3,12,0,0,1,0
335,Aaron Brooks,Guard,Houston Rockets,1045560,2009,-0.7022005390023445,3,12,0,1,1,0
322,Aaron Brooks,Guard,Houston Rockets,1118520,2010,-0.6725187181004644,3,12,0,2,1,0
268,Aaron Brooks,Guard,Phoenix Suns,2016692,2011,-0.41341511755391197,3,29,0,3,1,0
280,Aaron Brooks,Guard,Minnesota Timberwolves,2016692,2012,-0.33808352756986176,3,22,0,4,0,0
268,Aaron Brooks,Guard,Sacramento Kings,2400000,2013,-0.2035647237489674,3,31,0,5,0,0
334,Aaron Brooks,Guard,Houston Rockets,884293,2014,-0.7033470106455401,3,12,0,6,0,0
387,Aaron Brooks,Guard,Chicago Bulls,915243,2015,-0.660488105697669,3,5,0,7,0,0
256,Aaron Brooks,Guard,Chicago Bulls,2250000,2016,-0.41341636416428085,3,5,0,8,0,0
271,Aaron Brooks,Guard,Indiana Pacers,2700000,2017,-0.36749701948779456,3,13,0,9,0,0
353,Aaron Brooks,Guard,Minnesota Timberwolves,1471382,2018,-0.5864883292852272,3,22,0,10,0,1
168,Aaron Gordon,Power Forward,Orlando Magic,3992040,2015,0.01962739406777531,6,27,0,0,1,0
170,Aaron Gordon,Power Forward,Orlando Magic,4171680,2016,-0.0319820144315321,6,27,0,1,1,0
205,Aaron Gordon,Power Forward,Orlando Magic,4351320,2017,-0.09967005523586232,6,27,0,2,1,0
38,Aaron Gordon,Power Forward,Orlando Magic,21590909,2019,1.915629780524851,6,27,1,3,1,0
54,Aaron Gordon,Power Forward,Orlando Magic,19863636,2020,1.4401500984127098,6,27,1,4,0,0
452,Aaron Gray,Center,Chicago Bulls,427163,2008,-0.8006909665103978,0,5,0,0,1,0
433,Aaron Gray,Center,Chicago Bulls,711517,2009,-0.7734015718769818,0,5,0,1,1,0
340,Aaron Gray,Center,Chicago Bulls,1000497,2010,-0.6979479990976231,0,5,0,2,1,0
344,Aaron Gray,Center,New Orleans Pelicans,1028840,2011,-0.6383559445387383,0,24,0,3,1,0
245,Aaron Gray,Center,Toronto Raptors,2500000,2012,-0.22397136641264043,0,33,0,4,0,0
259,Aaron Gray,Center,Toronto Raptors,2575000,2013,-0.161207497263989,0,33,0,5,0,0
208,Aaron Gray,Center,Toronto Raptors,2690875,2014,-0.33410967125781876,0,33,0,6,0,0
327,Aaron Gray,Center,Detroit Pistons,1227985,2015,-0.5913575515442281,0,9,0,7,0,0
481,Aaron Harrison,Guard,Charlotte Hornets,525093,2016,-0.7557932322663928,3,4,0,0,1,0
467,Aaron Harrison,Guard,Charlotte Hornets,874636,2017,-0.6635521140635061,3,4,0,1,1,0
585,Aaron Harrison,Guard,Dallas Mavericks,91442,2018,-0.7833482634846651,3,7,0,2,1,0
308,Aaron Holiday,Point Guard,Indiana Pacers,1911960,2019,-0.615694964791547,5,13,0,0,1,0
307,Aaron Holiday,Point Guard,Indiana Pacers,2329200,2020,-0.5676850627028174,5,13,0,1,1,0
598,Aaron Jackson,Forward,Houston Rockets,4608,2018,-0.7957358568048631,1,12,0,0,1,0
466,Aaron Jackson,Forward,Houston Rockets,1378242,2020,-0.6765774678616774,1,12,0,1,1,0
224,Aaron McKie,Shooting Guard,Philadelphia 76ers,1820000,2001,-0.4650581597011191,7,28,0,0,1,0
123,Aaron McKie,Shooting Guard,Philadelphia 76ers,4000000,2002,0.15968082534036332,7,28,0,1,1,0
112,Aaron McKie,Shooting Guard,Philadelphia 76ers,4500000,2003,-0.062216062286911185,7,28,0,2,1,0
86,Aaron McKie,Shooting Guard,Philadelphia 76ers,5000000,2004,-0.17950656526909828,7,28,0,3,1,0
63,Aaron McKie,Shooting Guard,Philadelphia 76ers,5500000,2005,-0.27668365066556766,7,28,0,4,0,0
220,Aaron McKie,Shooting Guard,Los Angeles Lakers,2500000,2006,-0.370293676451672,7,16,0,5,0,0
230,Aaron McKie,Shooting Guard,Los Angeles Lakers,2500000,2007,-0.32919138505795154,7,16,0,6,0,0
89,Aaron McKie,Shooting Guard,Memphis Grizzlies,7000000,2008,0.6989730795853595,7,19,1,7,0,0
183,Aaron Williams,Center,Brooklyn Nets,2250000,2001,-0.346734806676719,0,3,0,0,1,0
189,Aaron Williams,Center,Brooklyn Nets,2475000,2002,-0.25461657929056364,0,3,0,1,1,0
166,Aaron Williams,Center,Brooklyn Nets,2700000,2003,-0.4746765404596365,0,3,0,2,1,0
122,Aaron Williams,Center,Brooklyn Nets,2925000,2004,-0.6213379411167914,0,3,0,3,1,0
83,Aaron Williams,Center,Toronto Raptors,3150000,2005,-0.7393516227938761,0,33,0,4,0,0
177,Aaron Williams,Center,Toronto Raptors,3375000,2006,-0.15391764820869952,0,33,0,5,0,0
275,Aaron Williams,Center,LA Clippers,1750000,2007,-0.5140905775495554,0,14,0,6,0,0
263,Aaron Williams,Center,LA Clippers,1890000,2008,-0.46692884001942,0,14,0,7,0,0
443,Abdel Nader,Small Forward,Boston Celtics,1167333,2018,-0.6298634514886599,8,2,0,0,1,0
401,Abdel Nader,Small Forward,Oklahoma City Thunder,1378242,2019,-0.6843476952001057,8,26,0,1,1,0
396,Abdel Nader,Small Forward,Oklahoma City Thunder,1618520,2020,-0.6490636877296836,8,26,0,2,1,0
261,Acie Law,Point Guard,Atlanta Hawks,1927080,2008,-0.4584686358748123,5,0,0,0,1,0
259,Acie Law,Point Guard,Atlanta Hawks,2071680,2009,-0.4834837754320172,5,0,0,1,1,0
246,Acie Law,Point Guard,Charlotte Hornets,2216160,2010,-0.43602078131084443,5,4,0,2,1,0
470,Acie Law,Point Guard,Memphis Grizzlies,633253,2011,-0.7284338782013179,5,19,0,3,1,0
530,Acie Law,Point Guard,Golden State Warriors,633253,2012,-0.6647224702713794,5,11,0,4,0,0
586,Acie Law,Point Guard,Golden State Warriors,633253,2013,-0.6311904541527165,5,11,0,5,0,0
456,Adam Haluska,NA,Houston Rockets,427163,2008,-0.8006909665103978,4,12,0,0,1,0
130,Adam Keefe,Forward,Golden State Warriors,3390000,2001,-0.0330403358678444,1,11,0,0,1,0
172,Adam Morrison,Small Forward,Charlotte Hornets,3616680,2007,-0.05389374469591918,8,4,0,0,1,0
171,Adam Morrison,Small Forward,Charlotte Hornets,3887880,2008,-0.011090850363843312,8,4,0,1,1,0
174,Adam Morrison,Small Forward,Charlotte Hornets,4159200,2009,-0.038530340854843366,8,4,0,2,1,0
135,Adam Morrison,Small Forward,Los Angeles Lakers,5257229,2010,0.21920911568167817,8,16,0,3,1,0
477,Admiral Schofield,Shooting Guard,Washington Wizards,1000000,2020,-0.719889245155835,7,35,0,0,1,0
122,Adonal Foyle,Center,Golden State Warriors,3578000,2001,0.01869173475677703,0,11,0,0,1,0
116,Adonal Foyle,Center,Golden State Warriors,4400000,2002,0.26834899704683596,0,11,0,1,1,0
115,Adonal Foyle,Center,Golden State Warriors,4400000,2003,-0.08513053329650704,0,11,0,2,1,0
95,Adonal Foyle,Center,Golden State Warriors,4400000,2004,-0.30726503539373246,0,11,0,3,1,0
76,Adonal Foyle,Center,Golden State Warriors,7312500,2006,0.8197744788846766,0,11,1,4,0,0
62,Adonal Foyle,Center,Golden State Warriors,8125000,2007,1.057552558629078,0,11,1,5,0,0
314,Adonal Foyle,Center,Orlando Magic,1219590,2008,-0.61989015233297,0,27,0,6,0,0
384,Adonal Foyle,Center,Memphis Grizzlies,797581,2009,-0.7550570901985069,0,19,0,7,0,0
377,Adonal Foyle,Center,Orlando Magic,825497,2010,-0.7356535664404527,0,27,0,8,0,0
445,Adonis Thomas,Shooting Guard,Detroit Pistons,845059,2016,-0.6922831665184074,7,9,0,0,1,0
278,Adreian Payne,Power Forward,Minnesota Timberwolves,1855320,2015,-0.4526872859903566,6,22,0,0,1,0
280,Adreian Payne,Power Forward,Minnesota Timberwolves,1938840,2016,-0.47517852657573445,6,22,0,1,1,0
303,Adreian Payne,Power Forward,Minnesota Timberwolves,2022240,2017,-0.47742265673035783,6,22,0,2,1,0
331,Adrian Griffin,Shooting Guard,Boston Celtics,498000,2001,-0.828833677604042,7,2,0,0,1,0
321,Adrian Griffin,Shooting Guard,Dallas Mavericks,648000,2002,-0.7509584535598774,7,7,0,1,1,0
350,Adrian Griffin,Shooting Guard,Dallas Mavericks,844537,2006,-0.7796679722724673,7,7,0,2,1,0
295,Adrian Griffin,Shooting Guard,Chicago Bulls,1475000,2007,-0.5818869481298102,7,5,0,3,1,0
291,Adrian Griffin,Shooting Guard,Oklahoma City Thunder,1593000,2008,-0.534692611080598,7,26,0,4,0,0
153,Al Harrington,Power Forward,Indiana Pacers,745000,2000,-1.006222026139464,6,13,0,0,1,0
288,Al Harrington,Power Forward,Indiana Pacers,797000,2001,-0.7465576716638197,6,13,0,1,1,0
257,Al Harrington,Power Forward,Indiana Pacers,1436000,2002,-0.5368821552981263,6,13,0,2,1,0
193,Al Harrington,Power Forward,Indiana Pacers,2110000,2003,-0.609871919416252,6,13,0,3,1,0
84,Al Harrington,Power Forward,Atlanta Hawks,6975500,2006,0.7364387971499545,6,0,1,4,0,0
71,Al Harrington,Power Forward,Indiana Pacers,7625000,2007,0.9342864303013418,6,13,1,5,0,0
72,Al Harrington,Power Forward,Golden State Warriors,8425625,2008,1.0242448847001469,6,11,1,6,0,0
73,Al Harrington,Power Forward,New York Knicks,9226250,2009,1.0415078387430856,6,25,1,7,0,0
59,Al Harrington,Power Forward,New York Knicks,10026875,2010,1.24687887827858,6,25,1,8,0,0
123,Al Harrington,Power Forward,Denver Nuggets,5765000,2011,0.44010089629617954,6,8,1,9,0,0
113,Al Harrington,Power Forward,Denver Nuggets,6226200,2012,0.6558086804809307,6,8,1,10,0,1
99,Al Harrington,Power Forward,Orlando Magic,7148600,2013,0.9457925658885659,6,27,1,11,0,1
175,Al Horford,Power Forward,Atlanta Hawks,3745800,2008,-0.04350794326745331,6,0,0,0,1,0
176,Al Horford,Power Forward,Atlanta Hawks,4023720,2009,-0.06740780852773537,6,0,0,1,1,0
164,Al Horford,Power Forward,Atlanta Hawks,4307640,2010,0.014610304324476955,6,0,0,2,1,0
131,Al Horford,Power Forward,Atlanta Hawks,5444857,2011,0.367202090429103,6,0,1,3,1,0
36,Al Horford,Power Forward,Atlanta Hawks,12498483,2012,2.136735477719337,6,0,1,4,0,0
42,Al Horford,Power Forward,Atlanta Hawks,12000000,2013,2.1200317005698466,6,0,1,5,0,0
41,Al Horford,Power Forward,Atlanta Hawks,12000000,2014,1.5685310873834835,6,0,1,6,0,0
42,Al Horford,Power Forward,Atlanta Hawks,12000000,2015,1.7897596834263803,6,0,1,7,0,0
56,Al Horford,Power Forward,Atlanta Hawks,12000000,2016,1.521861574875674,6,0,1,8,0,0
4,Al Horford,Power Forward,Boston Celtics,26540100,2017,3.4991197540403465,6,2,1,9,0,0
10,Al Horford,Power Forward,Boston Celtics,27734406,2018,3.160150782935783,6,2,1,10,0,1
13,Al Horford,Power Forward,Boston Celtics,28928709,2019,2.85949902456744,6,2,1,11,0,1
23,Al Horford,Power Forward,Philadelphia 76ers,28000000,2020,2.371829778491075,6,28,1,12,0,1
282,Al Jefferson,Center,Boston Celtics,1512840,2006,-0.6144054022120522,0,2,0,0,1,0
285,Al Jefferson,Center,Boston Celtics,1618320,2007,-0.5465539451059479,0,2,0,1,1,0
229,Al Jefferson,Center,Minnesota Timberwolves,2480885,2008,-0.3321120189302478,0,22,0,2,1,0
52,Al Jefferson,Center,Minnesota Timberwolves,11000000,2009,1.419581416280672,0,22,1,3,1,0
42,Al Jefferson,Center,Minnesota Timberwolves,12000000,2010,1.6720091500689838,0,22,1,4,0,0
36,Al Jefferson,Center,Utah Jazz,13000000,2011,2.0875611264067824,0,34,1,5,0,0
24,Al Jefferson,Center,Utah Jazz,15000000,2012,2.7273599057063116,0,34,1,6,0,0
32,Al Jefferson,Center,Utah Jazz,13500000,2013,2.483093641869661,0,34,1,7,0,0
33,Al Jefferson,Center,Charlotte Hornets,13500000,2014,1.8751078212829588,0,4,1,8,0,0
30,Al Jefferson,Center,Charlotte Hornets,13500000,2015,2.121329575638368,0,4,1,9,0,0
43,Al Jefferson,Center,Charlotte Hornets,13500000,2016,1.8195966424202823,0,4,1,10,0,1
104,Al Jefferson,Center,Indiana Pacers,10314532,2017,0.8675010364669532,0,13,1,11,0,1
121,Al Jefferson,Center,Indiana Pacers,10000000,2018,0.630190061291278,0,13,1,12,0,1
286,Al Thornton,Small Forward,LA Clippers,1652280,2008,-0.5211672361698012,8,14,0,0,1,0
284,Al Thornton,Small Forward,LA Clippers,1776240,2009,-0.5464566057337533,8,14,0,1,1,0
273,Al Thornton,Small Forward,Washington Wizards,1900200,2010,-0.5040976444973613,8,35,0,2,1,0
519,Al Thornton,Small Forward,Washington Wizards,211084,2011,-0.824564719650601,8,35,0,3,1,0
591,Al Thornton,Small Forward,Golden State Warriors,211084,2012,-0.7643993160169142,8,11,0,4,0,0
665,Al Thornton,Small Forward,Golden State Warriors,211084,2013,-0.7333727852837841,8,11,0,5,0,0
233,Al-Farouq Aminu,Power Forward,LA Clippers,2563320,2011,-0.28894408912752656,6,14,0,0,1,0
234,Al-Farouq Aminu,Power Forward,New Orleans Pelicans,2755560,2012,-0.1636319888204229,6,24,0,1,1,0
239,Al-Farouq Aminu,Power Forward,New Orleans Pelicans,2947800,2013,-0.07097450278627507,6,24,0,2,1,0
161,Al-Farouq Aminu,Power Forward,New Orleans Pelicans,3749602,2014,-0.11772229409035888,6,24,0,3,1,0
352,Al-Farouq Aminu,Power Forward,Dallas Mavericks,981084,2015,-0.6459341768489161,6,7,0,4,0,0
92,Al-Farouq Aminu,Power Forward,Portland Trail Blazers,8042895,2016,0.7364156252382689,6,30,1,5,0,0
135,Al-Farouq Aminu,Power Forward,Portland Trail Blazers,7680965,2017,0.44036380397169583,6,30,1,6,0,0
156,Al-Farouq Aminu,Power Forward,Portland Trail Blazers,7319035,2018,0.24772807490709006,6,30,0,7,0,0
167,Al-Farouq Aminu,Power Forward,Portland Trail Blazers,6957105,2019,0.033267557658676304,6,30,0,8,0,0
140,Al-Farouq Aminu,Power Forward,Orlando Magic,9258000,2020,0.22571874363217184,6,27,0,9,0,0
422,Alan Anderson,Shooting Guard,Charlotte Hornets,398762,2006,-0.8899022854039085,7,4,0,0,1,0
463,Alan Anderson,Shooting Guard,Charlotte Hornets,128935,2007,-0.9137353901847579,7,4,0,1,1,0
589,Alan Anderson,Shooting Guard,Toronto Raptors,213597,2012,-0.7638059803779675,7,33,0,2,1,0
472,Alan Anderson,Shooting Guard,Toronto Raptors,854389,2013,-0.5776664105185326,7,33,0,3,1,0
318,Alan Anderson,Shooting Guard,Brooklyn Nets,947907,2014,-0.6903452957453525,7,3,0,4,0,0
321,Alan Anderson,Shooting Guard,Brooklyn Nets,1276061,2015,-0.5807305154522391,7,3,0,5,0,0
178,Alan Anderson,Shooting Guard,Washington Wizards,4000000,2016,-0.06605878536223768,7,35,0,6,0,0
414,Alan Anderson,Shooting Guard,LA Clippers,980431,2017,-0.6463932631545163,7,14,0,7,0,0
40,Alan Henderson,Power Forward,Atlanta Hawks,5318000,2000,0.29653716235312666,6,0,0,0,1,0
66,Alan Henderson,Power Forward,Atlanta Hawks,5909000,2001,0.660114376384397,6,0,1,1,1,0
61,Alan Henderson,Power Forward,Atlanta Hawks,6500000,2002,0.8388568985058173,6,0,1,2,1,0
57,Alan Henderson,Power Forward,Atlanta Hawks,7091000,2003,0.5314978815717173,6,0,1,3,1,0
43,Alan Henderson,Power Forward,Atlanta Hawks,7682000,2004,0.39157379618801635,6,0,1,4,0,0
33,Alan Henderson,Power Forward,Dallas Mavericks,8273000,2005,0.2692645564458363,6,7,0,5,0,0
371,Alan Henderson,Power Forward,Cleveland Cavaliers,719373,2006,-0.8106193884998998,6,6,0,6,0,0
467,Alan Henderson,Power Forward,Utah Jazz,70075,2007,-0.928246278811499,6,34,0,7,0,0
515,Alan Williams,Center,Phoenix Suns,83397,2016,-0.8434654911958483,0,29,0,0,1,0
457,Alan Williams,Center,Phoenix Suns,874636,2017,-0.6635521140635061,0,29,0,1,1,0
180,Alan Williams,Center,Phoenix Suns,6000000,2018,0.05955674622123725,0,29,0,2,1,0
199,Alan Williams,Center,Brooklyn Nets,5000000,2019,-0.21847700022815236,0,3,0,3,1,0
347,Alando Tucker,Small Forward,Phoenix Suns,931920,2008,-0.6855251827072766,8,29,0,0,1,0
341,Alando Tucker,Small Forward,Phoenix Suns,1001880,2009,-0.711510900590416,8,29,0,1,1,0
327,Alando Tucker,Small Forward,Phoenix Suns,1071720,2010,-0.682602264109861,8,29,0,2,1,0
337,Alando Tucker,Small Forward,Minnesota Timberwolves,1071720,2011,-0.6285918678743095,8,22,0,3,1,0
356,Alando Tucker,Small Forward,Minnesota Timberwolves,1071720,2012,-0.5611975607600049,8,22,0,4,0,0
381,Alando Tucker,Small Forward,Minnesota Timberwolves,1071720,2013,-0.5250633340087792,8,22,0,5,0,0
274,Alec Burks,Shooting Guard,Utah Jazz,2111160,2012,-0.3157790185606991,7,34,0,0,1,0
286,Alec Burks,Shooting Guard,Utah Jazz,2111160,2013,-0.2734759311656597,7,34,0,1,1,0
229,Alec Burks,Shooting Guard,Utah Jazz,2202000,2014,-0.4340281384478894,7,34,0,2,1,0
209,Alec Burks,Shooting Guard,Utah Jazz,3034356,2015,-0.19206539303432138,7,34,0,3,1,0
80,Alec Burks,Shooting Guard,Utah Jazz,9463484,2016,1.0183883998170207,7,34,1,4,0,0
106,Alec Burks,Shooting Guard,Utah Jazz,10154495,2017,0.841544696158602,7,34,1,5,0,0
108,Alec Burks,Shooting Guard,Utah Jazz,10845506,2018,0.7508085342141805,7,34,1,6,0,0
109,Alec Burks,Shooting Guard,Utah Jazz,11536515,2019,0.6223220773868063,7,34,1,7,0,0
370,Alec Burks,Shooting Guard,Philadelphia 76ers,1620564,2020,-0.6488296331487823,7,28,0,8,0,0
132,Aleksandar Radojevic,Center,Toronto Raptors,1325000,2000,-0.8409912521780158,0,33,0,0,1,0
240,Aleksandar Radojevic,Center,Denver Nuggets,1425000,2001,-0.5737505421305098,0,8,0,1,1,0
496,Alen Smailagic,Power Forward,Golden State Warriors,898310,2020,-0.731533575063785,6,11,0,0,1,0
167,Alex Abrines,Guard,Oklahoma City Thunder,5994764,2017,0.166879503564402,3,26,0,0,1,0
183,Alex Abrines,Guard,Oklahoma City Thunder,5725000,2018,0.020325705810171953,3,26,0,1,1,0
185,Alex Abrines,Guard,Oklahoma City Thunder,5455236,2019,-0.15991949536552702,3,26,0,2,1,0
196,Alex Abrines,Guard,Oklahoma City Thunder,5455236,2020,-0.20972858233966588,3,26,0,3,1,0
425,Alex Acker,Guard,Detroit Pistons,398762,2006,-0.8899022854039085,3,9,0,0,1,0
430,Alex Acker,Guard,LA Clippers,711517,2009,-0.7734015718769818,3,14,0,1,1,0
523,Alex Caruso,Shooting Guard,Los Angeles Lakers,543471,2017,-0.7172636397620328,7,16,0,0,1,0
279,Alex Caruso,Shooting Guard,Los Angeles Lakers,2750000,2020,-0.5195000491787204,7,16,0,1,1,0
524,Alex Hamilton,Shooting Guard,Golden State Warriors,815615,2018,-0.680038953566111,7,11,0,0,1,0
477,Alex Kirk,Center,Cleveland Cavaliers,507336,2015,-0.7506545590460125,0,6,0,0,1,0
170,Alex Len,Center,Phoenix Suns,3492720,2014,-0.1702249904620689,0,29,0,0,1,0
180,Alex Len,Center,Phoenix Suns,3649920,2015,-0.0559970669479348,0,29,0,1,1,0
184,Alex Len,Center,Phoenix Suns,3807120,2016,-0.10434354524757374,0,29,0,2,1,0
197,Alex Len,Center,Phoenix Suns,4823621,2017,-0.023067735247518546,0,29,0,3,1,0
217,Alex Len,Center,Phoenix Suns,4187599,2018,-0.19899735149532696,0,29,0,4,0,0
213,Alex Len,Center,Atlanta Hawks,4350000,2019,-0.3020872115486684,0,0,0,5,0,0
231,Alex Len,Center,Sacramento Kings,4160000,2020,-0.35804361127715956,0,31,0,6,0,0
586,Alex Poythress,Forward,Philadelphia 76ers,35166,2017,-0.7997054348496466,1,28,0,0,1,0
399,Alex Poythress,Forward,Indiana Pacers,1378242,2018,-0.5997755260266331,1,13,0,1,1,0
361,Alex Poythress,Forward,Atlanta Hawks,1544951,2019,-0.6629037340939028,1,0,0,2,1,0
443,Alexander Johnson,Small Forward,Memphis Grizzlies,412718,2007,-0.8437737267942982,8,19,0,0,1,0
476,Alexander Johnson,Small Forward,Miami Heat,29135,2010,-0.9072380294134267,8,20,0,1,1,0
357,Alexander Johnson,Small Forward,Miami Heat,885120,2011,-0.671081996269422,8,20,0,2,1,0
374,Alexander Johnson,Small Forward,Miami Heat,885120,2012,-0.6052550339901966,8,20,0,3,1,0
402,Alexander Johnson,Small Forward,Miami Heat,885120,2013,-0.5702282395064762,8,20,0,4,0,0
240,Alexey Shved,Point Guard,Minnesota Timberwolves,2934610,2013,-0.07416702745677144,5,22,0,0,1,0
190,Alexey Shved,Point Guard,Minnesota Timberwolves,3150000,2014,-0.24027164262342102,5,22,0,1,1,0
195,Alexey Shved,Point Guard,Philadelphia 76ers,3282056,2015,-0.13731215150038184,5,28,0,2,1,0
308,Alexis Ajinca,Center,LA Clippers,1276320,2008,-0.606946587577749,0,14,0,0,1,0
316,Alexis Ajinca,Center,Charlotte Hornets,1276320,2009,-0.6530142056675603,0,4,0,1,1,0
305,Alexis Ajinca,Center,Charlotte Hornets,1372080,2010,-0.6178865829264765,0,4,0,2,1,0
302,Alexis Ajinca,Center,Toronto Raptors,1467840,2011,-0.53839256637446,0,33,0,3,1,0
315,Alexis Ajinca,Center,LA Clippers,1467840,2012,-0.4676710532790642,0,14,0,4,0,0
335,Alexis Ajinca,Center,LA Clippers,1467840,2013,-0.4291859365503242,0,14,0,5,0,0
375,Alexis Ajinca,Center,New Orleans Pelicans,635880,2014,-0.7541187747776537,0,24,0,6,0,0
355,Alexis Ajinca,Center,New Orleans Pelicans,981084,2015,-0.6459341768489161,0,24,0,7,0,0
162,Alexis Ajinca,Center,New Orleans Pelicans,4389607,2016,0.011274325611663825,0,24,0,8,0,0
200,Alexis Ajinca,Center,New Orleans Pelicans,4638203,2017,-0.05314061031574564,0,24,0,9,0,0
202,Alexis Ajinca,Center,LA Clippers,4961798,2018,-0.08855141602184935,0,14,0,10,0,1
192,Alexis Ajinca,Center,LA Clippers,5285394,2019,-0.18176645769029487,0,14,0,11,0,1
202,Alexis Ajinca,Center,LA Clippers,5285394,2020,-0.22917686909574878,0,14,0,12,0,1
398,Alfonzo McKinnie,Small Forward,Toronto Raptors,1378242,2018,-0.5997755260266331,8,33,0,0,1,0
426,Alfonzo McKinnie,Small Forward,Golden State Warriors,1349383,2019,-0.6880598599516423,8,11,0,1,1,0
422,Alfonzo McKinnie,Small Forward,Cleveland Cavaliers,1500000,2020,-0.6626351891623736,8,6,0,2,1,0
451,Alize Johnson,Power Forward,Indiana Pacers,838464,2019,-0.7537799300403604,6,13,0,0,1,0
444,Alize Johnson,Power Forward,Indiana Pacers,1416852,2020,-0.6721563096578622,6,13,0,1,1,0
39,Allan Houston,Shooting Guard,New York Knicks,9000000,2001,1.5106666652179332,7,25,1,0,1,0
36,Allan Houston,Shooting Guard,New York Knicks,10000000,2002,1.7897034009374528,7,25,1,1,1,0
33,Allan Houston,Shooting Guard,New York Knicks,11000000,2003,1.427224553336819,7,25,1,2,1,0
5,Allan Houston,Shooting Guard,New York Knicks,15937000,2004,2.1493174143194413,7,25,1,3,1,0
3,Allan Houston,Shooting Guard,New York Knicks,17531000,2005,2.0919794866432317,7,25,1,4,0,0
452,Allan Ray,Guard,Boston Celtics,412718,2007,-0.8437737267942982,3,2,0,0,1,0
350,Allen Crabbe,Guard,Portland Trail Blazers,825000,2014,-0.7154655801676078,3,30,0,0,1,0
418,Allen Crabbe,Guard,Portland Trail Blazers,862000,2015,-0.672257289545031,3,30,0,1,1,0
385,Allen Crabbe,Guard,Portland Trail Blazers,947276,2016,-0.6719941095856026,3,30,0,2,1,0
31,Allen Crabbe,Guard,Portland Trail Blazers,18500000,2017,2.1950989856357004,3,30,1,3,1,0
48,Allen Crabbe,Guard,Brooklyn Nets,18500000,2018,1.8427858558151144,3,3,1,4,0,0
52,Allen Crabbe,Guard,Brooklyn Nets,18500000,2019,1.5180427733517972,3,3,1,5,0,0
62,Allen Crabbe,Guard,Minnesota Timberwolves,18500000,2020,1.2840027146153106,3,22,1,6,0,0
15,Allen Iverson,Shooting Guard,Philadelphia 76ers,9000000,2000,1.3454676963635617,7,28,1,0,1,0
27,Allen Iverson,Shooting Guard,Philadelphia 76ers,10125000,2001,1.8202335772003753,7,28,1,1,1,0
17,Allen Iverson,Shooting Guard,Philadelphia 76ers,11250000,2002,2.12929143752018,7,28,1,2,1,0
14,Allen Iverson,Shooting Guard,Philadelphia 76ers,12375000,2003,1.7422985297187619,7,28,1,3,1,0
11,Allen Iverson,Shooting Guard,Philadelphia 76ers,13500000,2004,1.6304050948298856,7,28,1,4,0,0
8,Allen Iverson,Shooting Guard,Philadelphia 76ers,14625000,2005,1.519846241109247,7,28,1,5,0,0
4,Allen Iverson,Shooting Guard,Philadelphia 76ers,16453125,2006,3.0801312024942993,7,28,1,6,0,0
7,Allen Iverson,Shooting Guard,Philadelphia 76ers,17184375,2007,3.2909807212672435,7,28,1,7,0,0
7,Allen Iverson,Shooting Guard,Denver Nuggets,19012500,2008,3.4397552340378863,7,8,1,8,0,0
6,Allen Iverson,Shooting Guard,Detroit Pistons,20840625,2009,3.5171037835566743,7,9,1,9,0,0
431,Allen Iverson,Shooting Guard,Memphis Grizzlies,650686,2010,-0.7733184117705519,7,19,0,10,0,1
468,Allen Iverson,Shooting Guard,Philadelphia 76ers,650686,2011,-0.7244642618652408,7,28,0,11,0,1
528,Allen Iverson,Shooting Guard,Philadelphia 76ers,650686,2012,-0.6606064256260314,7,28,0,12,0,1
585,Allen Iverson,Shooting Guard,Philadelphia 76ers,650686,2013,-0.62697094827093,7,28,0,13,0,1
237,Allonzo Trier,Guard,New York Knicks,3382000,2019,-0.4266021108690678,3,25,0,0,1,0
250,Allonzo Trier,Guard,New York Knicks,3551000,2020,-0.4277790514771954,3,25,0,1,1,0
472,Alonzo Gee,Small Forward,Washington Wizards,45759,2010,-0.9036562159762427,8,35,0,0,1,0
469,Alonzo Gee,Small Forward,Washington Wizards,641141,2011,-0.7266377252925256,8,35,0,1,1,0
446,Alonzo Gee,Small Forward,Cleveland Cavaliers,854389,2012,-0.6125108228960757,8,6,0,2,1,0
