rank,name,position,team,salary,season,salary_zscore,position_encoded,team_encoded,high_earner,experience_years,is_rookie_contract,is_veteran
412,Cole Aldrich,Center,New York Knicks,915243,2015,-0.660488105697669,0,25,0,4,0,0
351,Cole Aldrich,Center,LA Clippers,1100602,2016,-0.6415604249413728,0,14,0,5,0,0
136,Cole Aldrich,Center,Minnesota Timberwolves,7643979,2017,0.43436505866501873,0,22,1,6,0,0
157,Cole Aldrich,Center,Minnesota Timberwolves,7300000,2018,0.2450125736190005,0,22,0,7,0,0
220,Collin Sexton,Point Guard,Cleveland Cavaliers,4068600,2019,-0.33828400149573495,5,6,0,0,1,0
221,Collin Sexton,Point Guard,Cleveland Cavaliers,4764960,2020,-0.28877078384955085,5,6,0,1,1,0
294,Corey Benjamin,Guard,Chicago Bulls,744000,2001,-0.7611417128505481,3,5,0,0,1,0
223,Corey Brewer,Shooting Guard,Sacramento Kings,2535720,2007,-0.32038525285021807,7,31,0,0,1,0
224,Corey Brewer,Shooting Guard,Minnesota Timberwolves,2535720,2008,-0.31960081897691545,7,22,0,1,1,0
227,Corey Brewer,Shooting Guard,Minnesota Timberwolves,2725920,2009,-0.34403297494255114,7,22,0,2,1,0
216,Corey Brewer,Shooting Guard,Minnesota Timberwolves,2916120,2010,-0.2852071303549187,7,22,0,3,1,0
184,Corey Brewer,Shooting Guard,Minnesota Timberwolves,3875000,2011,0.009734644062725678,7,22,0,4,0,0
216,Corey Brewer,Shooting Guard,Denver Nuggets,3059000,2012,-0.09198783192348091,7,8,0,5,0,0
217,Corey Brewer,Shooting Guard,Denver Nuggets,3243000,2013,0.0004760872615284531,7,8,0,6,0,0
126,Corey Brewer,Shooting Guard,Minnesota Timberwolves,5000000,2014,0.13783966251926522,7,22,0,7,0,0
147,Corey Brewer,Shooting Guard,Minnesota Timberwolves,4702500,2015,0.17667215781506107,7,22,0,8,0,0
89,Corey Brewer,Shooting Guard,Houston Rockets,8229375,2016,0.7734300488354146,7,12,1,9,0,0
137,Corey Brewer,Shooting Guard,Los Angeles Lakers,7612172,2017,0.42920629340331223,7,16,1,10,0,1
147,Corey Brewer,Shooting Guard,Oklahoma City Thunder,7579366,2018,0.28486646029346474,7,26,1,11,0,1
303,Corey Brewer,Shooting Guard,Sacramento Kings,2000000,2019,-0.6043702832459189,7,31,0,12,0,1
473,Corey Hawkins,Point Guard,Miami Heat,525093,2016,-0.7557932322663928,5,20,0,0,1,0
134,Corey Maggette,Small Forward,Orlando Magic,1259000,2000,-0.8597933747322497,8,27,0,0,1,0
244,Corey Maggette,Small Forward,Los Angeles Clippers,1353000,2001,-0.5935628244973862,8,15,0,1,1,0
256,Corey Maggette,Small Forward,LA Clippers,1448000,2002,-0.5336221101469322,8,14,0,2,1,0
194,Corey Maggette,Small Forward,LA Clippers,2069000,2003,-0.6192668525301863,8,14,0,3,1,0
127,Corey Maggette,Small Forward,LA Clippers,2862000,2004,-0.6347525804798779,8,14,0,4,0,0
82,Corey Maggette,Small Forward,LA Clippers,7000000,2006,0.7424973259407578,8,14,1,5,0,0
84,Corey Maggette,Small Forward,LA Clippers,7000000,2007,0.780203769891672,8,14,1,6,0,0
88,Corey Maggette,Small Forward,LA Clippers,7000000,2008,0.6989730795853595,8,14,1,7,0,0
89,Corey Maggette,Small Forward,Golden State Warriors,8275862,2009,0.838933298244824,8,11,1,8,0,0
77,Corey Maggette,Small Forward,Golden State Warriors,8937931,2010,1.0122545849953215,8,11,1,9,0,0
65,Corey Maggette,Small Forward,Milwaukee Bucks,9600000,2011,1.3133572864100926,8,21,1,10,0,1
52,Corey Maggette,Small Forward,Charlotte Hornets,10262069,2012,1.6087035916709662,8,4,1,11,0,1
51,Corey Maggette,Small Forward,Detroit Pistons,10924138,2013,1.8596286697093791,8,9,1,12,0,1
245,Corie Blount,Power Forward,Phoenix Suns,1320000,2001,-0.6026434539155378,6,29,0,0,1,0
254,Corie Blount,Power Forward,Philadelphia 76ers,1452000,2002,-0.5325354284298675,6,28,0,1,1,0
222,Corie Blount,Power Forward,Chicago Bulls,1400000,2003,-0.7725646635843825,6,5,0,2,1,0
110,Corliss Williamson,Power Forward,Toronto Raptors,3997000,2001,0.1339882113084599,6,33,0,0,1,0
122,Corliss Williamson,Power Forward,Detroit Pistons,4000000,2002,0.15968082534036332,6,9,0,1,1,0
111,Corliss Williamson,Power Forward,Detroit Pistons,4500000,2003,-0.062216062286911185,6,9,0,2,1,0
85,Corliss Williamson,Power Forward,Detroit Pistons,5000000,2004,-0.17950656526909828,6,9,0,3,1,0
62,Corliss Williamson,Power Forward,Sacramento Kings,5500000,2005,-0.27668365066556766,6,31,0,4,0,0
99,Corliss Williamson,Power Forward,Sacramento Kings,6000000,2006,0.49521043652021784,6,31,1,5,0,0
92,Corliss Williamson,Power Forward,Sacramento Kings,6500000,2007,0.656937641563936,6,31,1,6,0,0
539,Cory Higgins,Point Guard,Charlotte Hornets,473604,2012,-0.7024166371723809,5,4,0,0,1,0
544,Cory Higgins,Point Guard,Charlotte Hornets,762195,2013,-0.599981165595996,5,4,0,1,1,0
472,Cory Jefferson,Forward,Brooklyn Nets,507336,2015,-0.7506545590460125,1,3,0,0,1,0
520,Cory Jefferson,Forward,Phoenix Suns,49709,2016,-0.8501522238328102,1,29,0,1,1,0
397,Cory Jefferson,Forward,Philadelphia 76ers,980431,2017,-0.6463932631545163,1,28,0,2,1,0
455,Cory Jefferson,Forward,Philadelphia 76ers,980431,2018,-0.656526578451965,1,28,0,3,1,0
355,Cory Joseph,Point Guard,San Antonio Spurs,1074720,2012,-0.5604892412546965,5,32,0,0,1,0
379,Cory Joseph,Point Guard,San Antonio Spurs,1074720,2013,-0.5243372101261796,5,32,0,1,1,0
301,Cory Joseph,Point Guard,San Antonio Spurs,1120920,2014,-0.6549841221039193,5,32,0,2,1,0
267,Cory Joseph,Point Guard,San Antonio Spurs,2023261,2015,-0.41556449981170773,5,32,0,3,1,0
106,Cory Joseph,Point Guard,Toronto Raptors,7000000,2016,0.5294113497269792,5,33,1,4,0,0
141,Cory Joseph,Point Guard,Toronto Raptors,7315000,2017,0.3810080794770743,5,33,1,5,0,0
143,Cory Joseph,Point Guard,Indiana Pacers,7945000,2018,0.33702719567404454,5,13,1,6,0,0
149,Cory Joseph,Point Guard,Indiana Pacers,7945000,2019,0.16034157260095513,5,13,0,7,0,0
112,Cory Joseph,Point Guard,Sacramento Kings,12000000,2020,0.5396999867003136,5,31,1,8,0,0
246,Courtney Alexander,Shooting Guard,Washington Wizards,1319000,2001,-0.6029186245039666,7,35,0,0,1,0
258,Courtney Alexander,Shooting Guard,Washington Wizards,1418000,2002,-0.5417722230249177,7,35,0,1,1,0
216,Courtney Alexander,Shooting Guard,New Orleans Pelicans,1524000,2003,-0.7441507195324837,7,24,0,2,1,0
598,Courtney Fortson,Point Guard,LA Clippers,156595,2012,-0.7772645231918335,5,14,0,0,1,0
565,Courtney Fortson,Point Guard,Houston Rockets,762195,2013,-0.599981165595996,5,12,0,1,1,0
328,Courtney Lee,Shooting Guard,Orlando Magic,1176240,2009,-0.6743461879874824,7,27,0,0,1,0
313,Courtney Lee,Shooting Guard,Brooklyn Nets,1264440,2010,-0.641078738748089,7,3,0,1,1,0
310,Courtney Lee,Shooting Guard,Houston Rockets,1352640,2011,-0.5646244141296419,7,12,0,2,1,0
265,Courtney Lee,Shooting Guard,Houston Rockets,2225093,2012,-0.2888786964945928,7,12,0,3,1,0
144,Courtney Lee,Shooting Guard,Boston Celtics,5000000,2013,0.42574264117071137,7,2,1,4,0,0
118,Courtney Lee,Shooting Guard,Memphis Grizzlies,5225000,2014,0.18382617260418652,7,19,0,5,0,0
123,Courtney Lee,Shooting Guard,Memphis Grizzlies,5450000,2015,0.34190448743403484,7,19,1,6,0,0
129,Courtney Lee,Shooting Guard,Charlotte Hornets,5675000,2016,0.2664120400625751,7,4,1,7,0,0
92,Courtney Lee,Shooting Guard,New York Knicks,11242000,2017,1.0179267194846668,7,25,1,8,0,0
98,Courtney Lee,Shooting Guard,New York Knicks,12253780,2018,0.951710549500917,7,25,1,9,0,0
97,Courtney Lee,Shooting Guard,New York Knicks,12253780,2019,0.7145846592680525,7,25,1,10,0,1
99,Courtney Lee,Shooting Guard,Dallas Mavericks,12759670,2020,0.6266883641334191,7,7,1,11,0,1
464,Courtney Sims,Center,Indiana Pacers,319116,2008,-0.8253430613651018,0,13,0,0,1,0
315,Craig Brackins,Power Forward,Philadelphia 76ers,1306920,2011,-0.5750351787074798,6,28,0,0,1,0
319,Craig Brackins,Power Forward,Philadelphia 76ers,1404960,2012,-0.48251743011033144,6,28,0,1,1,0
338,Craig Brackins,Power Forward,Philadelphia 76ers,1404960,2013,-0.4444054931296124,6,28,0,2,1,0
433,Craig Smith,Power Forward,Minnesota Timberwolves,412718,2007,-0.8437737267942982,6,22,0,0,1,0
406,Craig Smith,Power Forward,Minnesota Timberwolves,687456,2008,-0.7413022955985218,6,22,0,1,1,0
239,Craig Smith,Power Forward,Minnesota Timberwolves,2500000,2009,-0.3921876656471552,6,22,0,2,1,0
243,Craig Smith,Power Forward,LA Clippers,2300000,2010,-0.41795658264785684,6,14,0,3,1,0
247,Craig Smith,Power Forward,LA Clippers,2300000,2011,-0.34890389946515254,6,14,0,4,0,0
410,Craig Smith,Power Forward,Portland Trail Blazers,854389,2012,-0.6125108228960757,6,30,0,5,0,0
443,Craig Smith,Power Forward,Portland Trail Blazers,854389,2013,-0.5776664105185326,6,30,0,6,0,0
485,Cristiano Felicio,Power Forward,Chicago Bulls,525093,2016,-0.7557932322663928,6,5,0,0,1,0
470,Cristiano Felicio,Power Forward,Chicago Bulls,874636,2017,-0.6635521140635061,6,5,0,1,1,0
134,Cristiano Felicio,Power Forward,Chicago Bulls,8470980,2018,0.41206262343917954,6,5,1,2,1,0
134,Cristiano Felicio,Power Forward,Chicago Bulls,8740980,2019,0.26272935107311574,6,5,0,3,1,0
151,Cristiano Felicio,Power Forward,Chicago Bulls,8156500,2020,0.0995880582785766,6,5,0,4,0,0
469,Curtis Jerrells,NA,null Unknown,59217,2010,-0.9007565501173868,4,36,0,0,1,0
452,Curtis Jerrells,NA,null Unknown,762195,2011,-0.6990728806904788,4,36,0,1,1,0
514,Curtis Jerrells,NA,null Unknown,762195,2012,-0.6342784257202144,4,36,0,2,1,0
573,Curtis Jerrells,NA,null Unknown,762195,2013,-0.599981165595996,4,36,0,3,1,0
113,Cuttino Mobley,Shooting Guard,Houston Rockets,3922000,2001,0.11335041717629708,7,12,0,0,1,0
114,Cuttino Mobley,Shooting Guard,Houston Rockets,4412000,2002,0.2716090421980301,7,12,0,1,1,0
104,Cuttino Mobley,Shooting Guard,Houston Rockets,4903000,2003,0.03012925588176009,7,12,0,2,1,0
78,Cuttino Mobley,Shooting Guard,Houston Rockets,5393000,2004,-0.09582476733746291,7,12,0,3,1,0
57,Cuttino Mobley,Shooting Guard,Sacramento Kings,5883000,2005,-0.20127861520806037,7,31,0,4,0,0
78,Cuttino Mobley,Shooting Guard,LA Clippers,7241379,2006,0.8021871880221983,7,14,1,5,0,0
63,Cuttino Mobley,Shooting Guard,LA Clippers,8125000,2007,1.057552558629078,7,14,1,6,0,0
74,Cuttino Mobley,Shooting Guard,LA Clippers,8350000,2008,1.006990220772532,7,14,1,7,0,0
80,Cuttino Mobley,Shooting Guard,LA Clippers,8925000,2009,0.9772966109865259,7,14,1,8,0,0
67,Cuttino Mobley,Shooting Guard,LA Clippers,9500000,2010,1.1333581880285608,7,14,1,9,0,0
66,Cuttino Mobley,Shooting Guard,LA Clippers,9500000,2011,1.2905865852337193,7,14,1,10,0,1
60,Cuttino Mobley,Shooting Guard,LA Clippers,9500000,2012,1.4287741459739727,7,14,1,11,0,1
62,Cuttino Mobley,Shooting Guard,LA Clippers,9500000,2013,1.5149284650701553,7,14,1,12,0,1
145,D'Angelo Russell,Shooting Guard,Los Angeles Lakers,5103120,2016,0.15289955311096795,7,16,0,0,1,0
182,D'Angelo Russell,Shooting Guard,Los Angeles Lakers,5332800,2017,0.05951581356847993,7,16,0,1,1,0
161,D'Angelo Russell,Shooting Guard,Brooklyn Nets,7019698,2018,0.20502515874880986,7,3,0,2,1,0
162,D'Angelo Russell,Shooting Guard,Brooklyn Nets,7019698,2019,0.04131896374665332,7,3,0,3,1,0
31,D'Angelo Russell,Shooting Guard,Minnesota Timberwolves,27285000,2020,2.2899564784204256,7,22,1,4,0,0
540,D'Vauntes Smith-Rivera,Point Guard,Chicago Bulls,543471,2017,-0.7172636397620328,5,5,0,0,1,0
566,D'Vauntes Smith-Rivera,Point Guard,Chicago Bulls,543471,2018,-0.7188625617902163,5,5,0,1,1,0
248,D.J. Augustin,Point Guard,Orlando Magic,2208960,2008,-0.39415465679493067,5,27,0,0,1,0
253,D.J. Augustin,Point Guard,Charlotte Hornets,2208960,2009,-0.454222639012364,5,4,0,1,1,0
240,D.J. Augustin,Point Guard,Charlotte Hornets,2374680,2010,-0.4018660011097853,5,4,0,2,1,0
234,D.J. Augustin,Point Guard,Charlotte Hornets,2540000,2011,-0.2942542166418568,5,4,0,3,1,0
209,D.J. Augustin,Point Guard,Charlotte Hornets,3236470,2012,-0.05008601105444487,5,4,0,4,0,0
199,D.J. Augustin,Point Guard,Indiana Pacers,3500000,2013,0.0626806998708967,5,13,0,5,0,0
374,D.J. Augustin,Point Guard,Toronto Raptors,650215,2014,-0.751188923124021,5,33,0,6,0,0
214,D.J. Augustin,Point Guard,Oklahoma City Thunder,3000000,2015,-0.19965966984554476,5,26,0,7,0,0
214,D.J. Augustin,Point Guard,Oklahoma City Thunder,3000000,2016,-0.26454883039197663,5,26,0,8,0,0
142,D.J. Augustin,Point Guard,Orlando Magic,7250000,2017,0.3704657541395409,5,27,1,9,0,0
158,D.J. Augustin,Point Guard,Orlando Magic,7250000,2018,0.23787965718062498,5,27,0,10,0,1
159,D.J. Augustin,Point Guard,Orlando Magic,7250000,2019,0.07094296203517254,5,27,0,11,0,1
170,D.J. Augustin,Point Guard,Orlando Magic,7250000,2020,-0.004213545237568729,5,27,0,12,0,1
616,D.J. Kennedy,Shooting Guard,Cleveland Cavaliers,22916,2012,-0.8088270042418806,7,6,0,0,1,0
545,D.J. Kennedy,Shooting Guard,Memphis Grizzlies,762195,2013,-0.599981165595996,7,19,0,1,1,0
446,D.J. Kennedy,Shooting Guard,Memphis Grizzlies,874636,2017,-0.6635521140635061,7,19,0,2,1,0
484,D.J. Kennedy,Shooting Guard,Memphis Grizzlies,874636,2018,-0.6716191163439238,7,19,0,3,1,0
458,D.J. Strawberry,Shooting Guard,Phoenix Suns,427163,2008,-0.8006909665103978,7,29,0,0,1,0
437,D.J. Strawberry,Shooting Guard,Phoenix Suns,711517,2009,-0.7734015718769818,7,29,0,1,1,0
418,D.J. Strawberry,Shooting Guard,Phoenix Suns,854389,2011,-0.6780796604479332,7,29,0,2,1,0
458,D.J. Strawberry,Shooting Guard,Phoenix Suns,854389,2012,-0.6125108228960757,7,29,0,3,1,0
496,D.J. Strawberry,Shooting Guard,Phoenix Suns,854389,2013,-0.5776664105185326,7,29,0,4,0,0
348,D.J. White,Power Forward,Oklahoma City Thunder,964080,2009,-0.7195679442724009,6,26,0,0,1,0
332,D.J. White,Power Forward,Oklahoma City Thunder,1036440,2010,-0.6902037064861755,6,26,0,1,1,0
332,D.J. White,Power Forward,Charlotte Hornets,1108680,2011,-0.620175816719522,6,4,0,2,1,0
282,D.J. White,Power Forward,Charlotte Hornets,2001167,2012,-0.3417490810098335,6,4,0,3,1,0
673,D.J. White,Power Forward,Boston Celtics,156234,2013,-0.7466487502706474,6,2,0,4,0,0
419,D.J. White,Power Forward,Charlotte Hornets,104028,2014,-0.8628210741629228,6,4,0,5,0,0
271,D.J. Wilson,Power Forward,Milwaukee Bucks,2534280,2018,-0.4348570769548981,6,21,0,0,1,0
270,D.J. Wilson,Power Forward,Milwaukee Bucks,2534280,2019,-0.5356452621623414,6,21,0,1,1,0
273,D.J. Wilson,Power Forward,Milwaukee Bucks,2961120,2020,-0.4953250965760413,6,21,0,2,1,0
445,DJ Stephens,Guard,Memphis Grizzlies,874636,2017,-0.6635521140635061,3,19,0,0,1,0
483,DJ Stephens,Guard,Memphis Grizzlies,874636,2018,-0.6716191163439238,3,19,0,1,1,0
528,Da'Sean Butler,NA,null Unknown,125000,2011,-0.8441666500512701,4,36,0,0,1,0
484,Da'Sean Butler,NA,null Unknown,788872,2012,-0.6279798125725091,4,36,0,1,1,0
526,Da'Sean Butler,NA,null Unknown,788872,2013,-0.5935242299906259,4,36,0,2,1,0
443,DaJuan Summers,Small Forward,Detroit Pistons,457588,2010,-0.8149233811577846,8,9,0,0,1,0
446,DaJuan Summers,Small Forward,Detroit Pistons,762195,2011,-0.6990728806904788,8,9,0,1,1,0
422,DaJuan Summers,Small Forward,New Orleans Pelicans,854389,2012,-0.6125108228960757,8,24,0,2,1,0
683,DaJuan Summers,Small Forward,LA Clippers,72892,2013,-0.7668209558118534,8,14,0,3,1,0
318,Daequan Cook,Shooting Guard,Miami Heat,1184400,2008,-0.6279191324799156,7,20,0,0,1,0
317,Daequan Cook,Shooting Guard,Miami Heat,1273200,2009,-0.6536792314952797,7,20,0,1,1,0
306,Daequan Cook,Shooting Guard,Miami Heat,1362120,2010,-0.6200325683592455,7,20,0,2,1,0
256,Daequan Cook,Shooting Guard,Oklahoma City Thunder,2169857,2011,-0.37853837309711996,7,26,0,3,1,0
202,Daequan Cook,Shooting Guard,Oklahoma City Thunder,3341558,2012,-0.02527405099648996,7,26,0,4,0,0
594,Daequan Cook,Shooting Guard,Houston Rockets,512633,2013,-0.6603854750591056,7,12,0,5,0,0
296,Dahntay Jones,Shooting Guard,Memphis Grizzlies,1223160,2006,-0.6860394683393942,7,19,0,0,1,0
259,Dahntay Jones,Shooting Guard,Memphis Grizzlies,1886113,2007,-0.4805343324994092,7,19,0,1,1,0
425,Dahntay Jones,Shooting Guard,Sacramento Kings,584757,2008,-0.764734186252434,7,31,0,2,1,0
404,Dahntay Jones,Shooting Guard,Denver Nuggets,797581,2009,-0.7550570901985069,7,8,0,3,1,0
233,Dahntay Jones,Shooting Guard,Indiana Pacers,2500000,2010,-0.374864505684623,7,13,0,4,0,0
236,Dahntay Jones,Shooting Guard,Indiana Pacers,2500000,2011,-0.3033624971124061,7,13,0,5,0,0
238,Dahntay Jones,Shooting Guard,Indiana Pacers,2700000,2012,-0.1767500660587372,7,13,0,6,0,0
241,Dahntay Jones,Shooting Guard,Dallas Mavericks,2900000,2013,-0.08254407664902916,7,7,0,7,0,0
492,Dahntay Jones,Shooting Guard,LA Clippers,387632,2015,-0.7771147206309084,7,14,0,8,0,0
594,Dahntay Jones,Shooting Guard,Cleveland Cavaliers,5767,2017,-0.8044736475050027,7,6,0,9,0,0
479,Dairis Bertans,Guard,New Orleans Pelicans,194220,2019,-0.8366497407818597,3,24,0,0,1,0
452,Dairis Bertans,Guard,New Orleans Pelicans,1416852,2020,-0.6721563096578622,3,24,0,1,1,0
357,Dajuan Wagner,Shooting Guard,Golden State Warriors,798112,2007,-0.7487616742728193,7,11,0,0,1,0
501,Dakari Johnson,Center,Oklahoma City Thunder,815615,2018,-0.680038953566111,0,26,0,0,1,0
398,Dakari Johnson,Center,Memphis Grizzlies,1378242,2019,-0.6843476952001057,0,19,0,1,1,0
458,Dakari Johnson,Center,Memphis Grizzlies,1378242,2020,-0.6765774678616774,0,19,0,2,1,0
56,Dale Davis,Power Forward,Indiana Pacers,4490000,2000,0.06065598849092131,6,13,0,0,1,0
65,Dale Davis,Power Forward,Portland Trail Blazers,6175000,2001,0.7333097529064677,6,30,1,1,1,0
54,Dale Davis,Power Forward,Portland Trail Blazers,7010000,2002,0.97740881743157,6,30,1,2,1,0
50,Dale Davis,Power Forward,Portland Trail Blazers,8000000,2003,0.7397904230489435,6,30,1,3,1,0
171,Dale Davis,Power Forward,Detroit Pistons,3500000,2006,-0.12300678703113203,6,9,0,4,0,0
176,Dale Davis,Power Forward,Detroit Pistons,3500000,2007,-0.08265912840247963,6,9,0,5,0,0
289,Dalibor Bagaric,Center,Chicago Bulls,795000,2001,-0.7471080128406774,0,5,0,0,1,0
299,Dalibor Bagaric,Center,Chicago Bulls,854000,2002,-0.6949943451310441,0,5,0,1,1,0
249,Dalibor Bagaric,Center,Chicago Bulls,914000,2003,-0.8839289926910183,0,5,0,2,1,0
363,Damian Jones,Center,Golden State Warriors,1171560,2017,-0.6153941231631714,0,11,0,0,1,0
438,Damian Jones,Center,Golden State Warriors,1312611,2018,-0.6091383348019735,0,11,0,1,1,0
360,Damian Jones,Center,Golden State Warriors,1544951,2019,-0.6629037340939028,0,11,0,2,1,0
309,Damian Jones,Center,Atlanta Hawks,2305057,2020,-0.5704496320505177,0,0,0,3,1,0
227,Damian Lillard,Point Guard,Portland Trail Blazers,3065040,2013,-0.04259758145428156,5,30,0,0,1,0
182,Damian Lillard,Point Guard,Portland Trail Blazers,3202920,2014,-0.22945561545144752,5,30,0,1,1,0
188,Damian Lillard,Point Guard,Portland Trail Blazers,3340920,2015,-0.12430046474360422,5,30,0,2,1,0
168,Damian Lillard,Point Guard,Portland Trail Blazers,4236287,2016,-0.01915816809229575,5,30,0,3,1,0
10,Damian Lillard,Point Guard,Portland Trail Blazers,24328425,2017,3.140409024949745,5,30,1,4,0,0
12,Damian Lillard,Point Guard,Portland Trail Blazers,26153057,2018,2.9345581773976095,5,30,1,5,0,0
14,Damian Lillard,Point Guard,Portland Trail Blazers,27977689,2019,2.7371682812289215,5,30,1,6,0,0
21,Damian Lillard,Point Guard,Portland Trail Blazers,29802321,2020,2.5782101533954576,5,30,1,7,0,0
420,Damien Inglis,Small Forward,New York Knicks,820000,2015,-0.6815412465269666,8,25,0,0,1,0
421,Damien Inglis,Small Forward,Milwaukee Bucks,855000,2016,-0.6903099769807667,8,21,0,1,1,0
219,Damien Wilkins,Shooting Guard,Oklahoma City Thunder,2500000,2006,-0.370293676451672,7,26,0,0,1,0
213,Damien Wilkins,Shooting Guard,Oklahoma City Thunder,2700000,2007,-0.27988493372685713,7,26,0,1,1,0
209,Damien Wilkins,Shooting Guard,Oklahoma City Thunder,2900000,2008,-0.23648638624235008,7,26,0,2,1,0
215,Damien Wilkins,Shooting Guard,Oklahoma City Thunder,3100000,2009,-0.26429808339342625,7,26,0,3,1,0
189,Damien Wilkins,Shooting Guard,Minnesota Timberwolves,3630000,2010,-0.1313942708423519,7,22,0,4,0,0
478,Damien Wilkins,Shooting Guard,Atlanta Hawks,482478,2011,-0.7627664028999946,7,0,0,5,0,0
441,Damien Wilkins,Shooting Guard,Detroit Pistons,854389,2012,-0.6125108228960757,7,9,0,6,0,0
476,Damien Wilkins,Shooting Guard,Philadelphia 76ers,854389,2013,-0.5776664105185326,7,28,0,7,0,0
395,Damien Wilkins,Shooting Guard,Indiana Pacers,947276,2016,-0.6719941095856026,7,13,0,8,0,0
359,Damien Wilkins,Shooting Guard,Indiana Pacers,1471382,2018,-0.5864883292852272,7,13,0,9,0,0
325,Damion James,Small Forward,Brooklyn Nets,1156320,2011,-0.6093278546790978,8,3,0,0,1,0
334,Damion James,Small Forward,Brooklyn Nets,1243080,2012,-0.5207383506167806,8,3,0,1,1,0
684,Damion James,Small Forward,Brooklyn Nets,68902,2013,-0.767786700575711,8,3,0,2,1,0
423,Damion James,Small Forward,San Antonio Spurs,68902,2014,-0.8700002837328914,8,32,0,3,1,0
502,Damion Lee,Shooting Guard,Golden State Warriors,842327,2020,-0.737944082697149,7,11,0,0,1,0
439,Damir Markota,Power Forward,Milwaukee Bucks,412718,2007,-0.8437737267942982,6,21,0,0,1,0
346,Damjan Rudez,Small Forward,Indiana Pacers,1100000,2015,-0.619648199980729,8,13,0,0,1,0
339,Damjan Rudez,Small Forward,Minnesota Timberwolves,1149500,2016,-0.6318546587195086,8,22,0,1,1,0
399,Damjan Rudez,Small Forward,Orlando Magic,980431,2017,-0.6463932631545163,8,27,0,2,1,0
352,Damjan Rudez,Small Forward,Orlando Magic,1471382,2018,-0.5864883292852272,8,27,0,3,1,0
299,Damon Jones,Point Guard,Memphis Grizzlies,714000,2001,-0.7693968305034132,5,19,0,0,1,0
351,Damon Jones,Point Guard,Detroit Pistons,566000,2002,-0.7732354287597044,5,9,0,1,1,0
168,Damon Jones,Point Guard,Cleveland Cavaliers,3596924,2006,-0.09903875256093563,5,6,0,2,1,0
162,Damon Jones,Point Guard,Cleveland Cavaliers,3884678,2007,0.012176407023233972,5,6,0,3,1,0
158,Damon Jones,Point Guard,Cleveland Cavaliers,4172432,2008,0.053832774494743614,5,6,0,4,0,0
166,Damon Jones,Point Guard,Milwaukee Bucks,4460186,2009,0.02562461548552475,5,21,0,5,0,0
11,Damon Stoudamire,Point Guard,Portland Trail Blazers,10125000,2000,1.665958421719819,5,30,1,0,1,0
17,Damon Stoudamire,Point Guard,Portland Trail Blazers,11250000,2001,2.1298004891828173,5,30,1,1,1,0
12,Damon Stoudamire,Point Guard,Portland Trail Blazers,12375000,2002,2.4349206704446344,5,30,1,2,1,0
10,Damon Stoudamire,Point Guard,Portland Trail Blazers,13500000,2003,2.000086328576715,5,30,1,3,1,0
7,Damon Stoudamire,Point Guard,Portland Trail Blazers,14625000,2004,1.8699522263135746,5,30,1,4,0,0
5,Damon Stoudamire,Point Guard,Portland Trail Blazers,15750000,2005,1.741336227766416,5,30,1,5,0,0
149,Damon Stoudamire,Point Guard,Memphis Grizzlies,4250000,2006,0.062458380034272926,5,19,0,6,0,0
154,Damon Stoudamire,Point Guard,Memphis Grizzlies,4050000,2007,0.052933612758029894,5,19,0,7,0,0
463,Damon Stoudamire,Point Guard,Memphis Grizzlies,335442,2008,-0.821618107404345,5,19,0,8,0,0
408,Damone Brown,Power Forward,Philadelphia 76ers,332000,2002,-0.8368063092079909,6,28,0,0,1,0
274,Damone Brown,Power Forward,Toronto Raptors,512000,2003,-0.9760451661495937,6,33,0,1,1,0
391,Damyean Dotson,Shooting Guard,New York Knicks,1378242,2018,-0.5997755260266331,7,25,0,0,1,0
407,Damyean Dotson,Shooting Guard,New York Knicks,1378242,2019,-0.6843476952001057,7,25,0,1,1,0
397,Damyean Dotson,Shooting Guard,New York Knicks,1618520,2020,-0.6490636877296836,7,25,0,2,1,0
234,Dan Dickau,Point Guard,Boston Celtics,2255350,2006,-0.4307924139484071,5,2,0,0,1,0
210,Dan Dickau,Point Guard,Portland Trail Blazers,2753218,2007,-0.26676498009216626,5,30,0,1,1,0
372,Dan Dickau,Point Guard,LA Clippers,770610,2008,-0.7223298086664638,5,14,0,2,1,0
380,Dan Dickau,Point Guard,LA Clippers,797581,2009,-0.7550570901985069,5,14,0,3,1,0
135,Dan Gadzuric,Center,Milwaukee Bucks,4750000,2006,0.1861018247445429,0,21,0,0,1,0
123,Dan Gadzuric,Center,Milwaukee Bucks,5252065,2007,0.34928140985458966,0,21,0,1,1,0
118,Dan Gadzuric,Center,Milwaukee Bucks,5751130,2008,0.4140298446857859,0,21,1,2,1,0
116,Dan Gadzuric,Center,Milwaukee Bucks,6250195,2009,0.4071637875528833,0,21,1,3,1,0
99,Dan Gadzuric,Center,Milwaukee Bucks,6749260,2010,0.5406826890993318,0,21,1,4,0,0
92,Dan Gadzuric,Center,Brooklyn Nets,7248325,2011,0.7778643995206176,0,3,1,5,0,0
607,Dan Gadzuric,Center,New York Knicks,69393,2012,-0.7978534823591388,0,25,0,6,0,0
469,Dan Gadzuric,Center,Los Angeles Lakers,854389,2013,-0.5776664105185326,0,16,0,7,0,0
348,Dan Langhi,Power Forward,Houston Rockets,316000,2001,-0.8789147246980905,6,12,0,0,1,0
