real_salary,predicted_salary,residuals,season,position,team
2200000,3461117.341040224,-1261117.3410402238,2001,Guard,San Antonio Spurs
2200000,3208362.812033415,-1008362.8120334148,2001,Small Forward,Houston Rockets
2200000,3461117.341040224,-1261117.3410402238,2001,Guard,Los Angeles Lakers
2200000,3587494.6055436432,-1387494.6055436432,2001,Center,Utah Jazz
2200000,3524305.9732919335,-1324305.9732919335,2001,Forward,Houston Rockets
2200000,3271551.4442851245,-1071551.4442851245,2001,Shooting Guard,Denver Nuggets
2200000,3208362.812033415,-1008362.8120334148,2001,Small Forward,Detroit Pistons
2200000,3524305.9732919335,-1324305.9732919335,2001,Forward,Denver Nuggets
2200000,3587494.6055436432,-1387494.6055436432,2001,Center,Charlotte Hornets
2200000,3208362.812033415,-1008362.8120334148,2001,Small Forward,Philadelphia 76ers
2200000,3524305.9732919335,-1324305.9732919335,2001,Forward,Vancouver Grizzlies
2162000,3271551.4442851245,-1109551.4442851245,2001,Shooting Guard,Minnesota Timberwolves
2160000,3587494.6055436432,-1427494.6055436432,2001,Center,Los Angeles Clippers
2160000,3271551.4442851245,-1111551.4442851245,2001,Shooting Guard,New Jersey Nets
2107000,3208362.812033415,-1101362.8120334148,2001,Small Forward,Atlanta Hawks
2100000,3524305.9732919335,-1424305.9732919335,2001,Forward,Minnesota Timberwolves
2100000,3397928.708788514,-1297928.7087885141,2001,Point Guard,Toronto Raptors
2100000,3461117.341040224,-1361117.3410402238,2001,Guard,Phoenix Suns
2100000,3334740.0765368342,-1234740.0765368342,2001,Power Forward,Cleveland Cavaliers
2100000,3334740.0765368342,-1234740.0765368342,2001,Power Forward,Washington Wizards
2011000,3397928.708788514,-1386928.7087885141,2001,Point Guard,Sacramento Kings
2000000,3461117.341040224,-1461117.3410402238,2001,Guard,Toronto Raptors
1973000,3271551.4442851245,-1298551.4442851245,2001,Shooting Guard,Washington Wizards
1923000,3587494.6055436432,-1664494.6055436432,2001,Center,Cleveland Cavaliers
1920000,3587494.6055436432,-1667494.6055436432,2001,Center,Orlando Magic
1842000,3271551.4442851245,-1429551.4442851245,2001,Shooting Guard,Golden State Warriors
1820000,3271551.4442851245,-1451551.4442851245,2001,Shooting Guard,Philadelphia 76ers
1808000,3397928.708788514,-1589928.7087885141,2001,Point Guard,Cleveland Cavaliers
1764000,3587494.6055436432,-1823494.6055436432,2001,Center,Los Angeles Lakers
1740000,3461117.341040224,-1721117.3410402238,2001,Guard,Toronto Raptors
1700000,3208362.812033415,-1508362.8120334148,2001,Small Forward,Milwaukee Bucks
1693000,3524305.9732919335,-1831305.9732919335,2001,Forward,Dallas Mavericks
1662000,3271551.4442851245,-1609551.4442851245,2001,Shooting Guard,Phoenix Suns
1619000,3587494.6055436432,-1968494.6055436432,2001,Center,Milwaukee Bucks
1608000,3208362.812033415,-1600362.8120334148,2001,Small Forward,Boston Celtics
1579000,3461117.341040224,-1882117.3410402238,2001,Guard,Atlanta Hawks
1538000,3397928.708788514,-1859928.7087885141,2001,Point Guard,Los Angeles Clippers
1528000,3271551.4442851245,-1743551.4442851245,2001,Shooting Guard,Portland Trail Blazers
1500000,3397928.708788514,-1897928.7087885141,2001,Point Guard,Utah Jazz
1500000,3271551.4442851245,-1771551.4442851245,2001,Shooting Guard,Cleveland Cavaliers
1481000,3524305.9732919335,-2043305.9732919335,2001,Forward,Houston Rockets
1461000,3587494.6055436432,-2126494.6055436432,2001,Center,Boston Celtics
1425000,3587494.6055436432,-2162494.6055436432,2001,Center,Denver Nuggets
1400000,3524305.9732919335,-2124305.9732919335,2001,Forward,New Jersey Nets
1379000,3334740.0765368342,-1955740.0765368342,2001,Power Forward,Toronto Raptors
1360000,3334740.0765368342,-1974740.0765368342,2001,Power Forward,Vancouver Grizzlies
1353000,3208362.812033415,-1855362.8120334148,2001,Small Forward,Los Angeles Clippers
1320000,3334740.0765368342,-2014740.0765368342,2001,Power Forward,Phoenix Suns
1319000,3271551.4442851245,-1952551.4442851245,2001,Shooting Guard,Washington Wizards
1310000,3461117.341040224,-2151117.341040224,2001,Guard,Vancouver Grizzlies
1310000,3208362.812033415,-1898362.8120334148,2001,Small Forward,Sacramento Kings
1286000,3461117.341040224,-2175117.341040224,2001,Guard,Minnesota Timberwolves
1253000,3397928.708788514,-2144928.708788514,2001,Point Guard,Detroit Pistons
1244000,3208362.812033415,-1964362.8120334148,2001,Small Forward,Cleveland Cavaliers
1210000,3587494.6055436432,-2377494.6055436432,2001,Center,Indiana Pacers
1200000,3524305.9732919335,-2324305.9732919335,2001,Forward,San Antonio Spurs
1200000,3397928.708788514,-2197928.708788514,2001,Point Guard,Cleveland Cavaliers
1200000,3524305.9732919335,-2324305.9732919335,2001,Forward,Minnesota Timberwolves
1200000,3461117.341040224,-2261117.341040224,2001,Guard,Charlotte Hornets
1200000,3524305.9732919335,-2324305.9732919335,2001,Forward,Utah Jazz
1200000,3397928.708788514,-2197928.708788514,2001,Point Guard,Miami Heat
1200000,3461117.341040224,-2261117.341040224,2001,Guard,Charlotte Hornets
1190000,3587494.6055436432,-2397494.6055436432,2001,Center,Houston Rockets
1160000,3208362.812033415,-2048362.8120334148,2001,Small Forward,Chicago Bulls
1131000,3208362.812033415,-2077362.8120334148,2001,Small Forward,Sacramento Kings
1130000,3524305.9732919335,-2394305.9732919335,2001,Forward,Minnesota Timberwolves
1123000,3587494.6055436432,-2464494.6055436432,2001,Center,Minnesota Timberwolves
1102000,3524305.9732919335,-2422305.9732919335,2001,Forward,Atlanta Hawks
1100000,3271551.4442851245,-2171551.4442851245,2001,Shooting Guard,Dallas Mavericks
1074000,3208362.812033415,-2134362.812033415,2001,Small Forward,Seattle SuperSonics
1047000,3208362.812033415,-2161362.812033415,2001,Small Forward,Denver Nuggets
1020000,3208362.812033415,-2188362.812033415,2001,Small Forward,Los Angeles Clippers
1019000,3334740.0765368342,-2315740.0765368342,2001,Power Forward,Orlando Magic
1000000,3271551.4442851245,-2271551.4442851245,2001,Shooting Guard,Utah Jazz
990000,3334740.0765368342,-2344740.0765368342,2001,Power Forward,Seattle SuperSonics
978000,3524305.9732919335,-2546305.9732919335,2001,Forward,Philadelphia 76ers
975000,3587494.6055436432,-2612494.6055436432,2001,Center,Charlotte Hornets
960000,3271551.4442851245,-2311551.4442851245,2001,Shooting Guard,Atlanta Hawks
939000,3271551.4442851245,-2332551.4442851245,2001,Shooting Guard,Miami Heat
922000,3334740.0765368342,-2412740.0765368342,2001,Power Forward,Indiana Pacers
901000,3334740.0765368342,-2433740.0765368342,2001,Power Forward,Los Angeles Clippers
898000,3271551.4442851245,-2373551.4442851245,2001,Shooting Guard,Toronto Raptors
885000,3334740.0765368342,-2449740.0765368342,2001,Power Forward,Houston Rockets
880000,3271551.4442851245,-2391551.4442851245,2001,Shooting Guard,Chicago Bulls
865000,3397928.708788514,-2532928.708788514,2001,Point Guard,Los Angeles Lakers
849000,3208362.812033415,-2359362.812033415,2001,Small Forward,Los Angeles Lakers
831000,3461117.341040224,-2630117.341040224,2001,Guard,Washington Wizards
828000,3271551.4442851245,-2443551.4442851245,2001,Shooting Guard,Utah Jazz
800000,3461117.341040224,-2661117.341040224,2001,Guard,Utah Jazz
798000,3524305.9732919335,-2726305.9732919335,2001,Forward,Miami Heat
797000,3334740.0765368342,-2537740.0765368342,2001,Power Forward,Indiana Pacers
795000,3587494.6055436432,-2792494.6055436432,2001,Center,Chicago Bulls
783000,3524305.9732919335,-2741305.9732919335,2001,Forward,Charlotte Hornets
763000,3587494.6055436432,-2824494.6055436432,2001,Center,Phoenix Suns
757000,3397928.708788514,-2640928.708788514,2001,Point Guard,Golden State Warriors
752000,3271551.4442851245,-2519551.4442851245,2001,Shooting Guard,Washington Wizards
744000,3461117.341040224,-2717117.341040224,2001,Guard,Chicago Bulls
739000,3587494.6055436432,-2848494.6055436432,2001,Center,Philadelphia 76ers
735000,3208362.812033415,-2473362.812033415,2001,Small Forward,Philadelphia 76ers
733000,3208362.812033415,-2475362.812033415,2001,Small Forward,Miami Heat
730000,3334740.0765368342,-2604740.0765368342,2001,Power Forward,Utah Jazz
714000,3397928.708788514,-2683928.708788514,2001,Point Guard,Vancouver Grizzlies
712000,3461117.341040224,-2749117.341040224,2001,Guard,Portland Trail Blazers
707000,3334740.0765368342,-2627740.0765368342,2001,Power Forward,Los Angeles Lakers
673000,3397928.708788514,-2724928.708788514,2001,Point Guard,Sacramento Kings
611000,3461117.341040224,-2850117.341040224,2001,Guard,Seattle SuperSonics
600000,3208362.812033415,-2608362.812033415,2001,Small Forward,Charlotte Hornets
598000,3334740.0765368342,-2736740.0765368342,2001,Power Forward,Orlando Magic
550000,3397928.708788514,-2847928.708788514,2001,Point Guard,Seattle SuperSonics
548000,3461117.341040224,-2913117.341040224,2001,Guard,Vancouver Grizzlies
548000,3461117.341040224,-2913117.341040224,2001,Guard,Vancouver Grizzlies
548000,3524305.9732919335,-2976305.9732919335,2001,Forward,Utah Jazz
548000,3461117.341040224,-2913117.341040224,2001,Guard,Seattle SuperSonics
548000,3461117.341040224,-2913117.341040224,2001,Guard,Phoenix Suns
548000,3587494.6055436432,-3039494.6055436432,2001,Center,New York Knicks
548000,3524305.9732919335,-2976305.9732919335,2001,Forward,Orlando Magic
548000,3208362.812033415,-2660362.812033415,2001,Small Forward,Orlando Magic
548000,3587494.6055436432,-3039494.6055436432,2001,Center,San Antonio Spurs
548000,3587494.6055436432,-3039494.6055436432,2001,Center,Denver Nuggets
548000,3208362.812033415,-2660362.812033415,2001,Small Forward,Portland Trail Blazers
548000,3461117.341040224,-2913117.341040224,2001,Guard,Orlando Magic
548000,3461117.341040224,-2913117.341040224,2001,Guard,Atlanta Hawks
548000,3524305.9732919335,-2976305.9732919335,2001,Forward,Portland Trail Blazers
523000,3397928.708788514,-2874928.708788514,2001,Point Guard,Los Angeles Clippers
523000,3461117.341040224,-2938117.341040224,2001,Guard,Indiana Pacers
523000,3397928.708788514,-2874928.708788514,2001,Point Guard,Orlando Magic
523000,3397928.708788514,-2874928.708788514,2001,Point Guard,Houston Rockets
508000,3208362.812033415,-2700362.812033415,2001,Small Forward,Denver Nuggets
508000,3271551.4442851245,-2763551.4442851245,2001,Shooting Guard,Washington Wizards
507000,3397928.708788514,-2890928.708788514,2001,Point Guard,New York Knicks
498000,3587494.6055436432,-3089494.6055436432,2001,Center,Indiana Pacers
498000,3524305.9732919335,-3026305.9732919335,2001,Forward,Toronto Raptors
498000,3587494.6055436432,-3089494.6055436432,2001,Center,Milwaukee Bucks
498000,3271551.4442851245,-2773551.4442851245,2001,Shooting Guard,Boston Celtics
458000,3524305.9732919335,-3066305.9732919335,2001,Forward,Dallas Mavericks
423000,3587494.6055436432,-3164494.6055436432,2001,Center,Washington Wizards
423000,3587494.6055436432,-3164494.6055436432,2001,Center,Philadelphia 76ers
423000,3587494.6055436432,-3164494.6055436432,2001,Center,Boston Celtics
423000,3397928.708788514,-2974928.708788514,2001,Point Guard,Milwaukee Bucks
423000,3587494.6055436432,-3164494.6055436432,2001,Center,New Jersey Nets
423000,3461117.341040224,-3038117.341040224,2001,Guard,Boston Celtics
390000,3461117.341040224,-3071117.341040224,2001,Guard,Phoenix Suns
363000,3397928.708788514,-3034928.708788514,2001,Point Guard,Philadelphia 76ers
326000,3397928.708788514,-3071928.708788514,2001,Point Guard,Boston Celtics
316000,3334740.0765368342,-3018740.0765368342,2001,Power Forward,Dallas Mavericks
316000,3524305.9732919335,-3208305.9732919335,2001,Forward,Washington Wizards
316000,3271551.4442851245,-2955551.4442851245,2001,Shooting Guard,Milwaukee Bucks
316000,3587494.6055436432,-3271494.6055436432,2001,Center,Los Angeles Clippers
316000,3397928.708788514,-3081928.708788514,2001,Point Guard,Milwaukee Bucks
316000,3587494.6055436432,-3271494.6055436432,2001,Center,Phoenix Suns
316000,3334740.0765368342,-3018740.0765368342,2001,Power Forward,Houston Rockets
316000,3271551.4442851245,-2955551.4442851245,2001,Shooting Guard,Miami Heat
316000,3587494.6055436432,-3271494.6055436432,2001,Center,New Jersey Nets
316000,3587494.6055436432,-3271494.6055436432,2001,Center,Chicago Bulls
316000,3208362.812033415,-2892362.812033415,2001,Small Forward,New Jersey Nets
316000,3524305.9732919335,-3208305.9732919335,2001,Forward,Golden State Warriors
316000,3461117.341040224,-3145117.341040224,2001,Guard,Phoenix Suns
316000,3461117.341040224,-3145117.341040224,2001,Guard,Chicago Bulls
316000,3334740.0765368342,-3018740.0765368342,2001,Power Forward,Detroit Pistons
316000,3334740.0765368342,-3018740.0765368342,2001,Power Forward,Golden State Warriors
316000,3524305.9732919335,-3208305.9732919335,2001,Forward,Seattle SuperSonics
316000,3587494.6055436432,-3271494.6055436432,2001,Center,Seattle SuperSonics
316000,3587494.6055436432,-3271494.6055436432,2001,Center,Atlanta Hawks
288000,3208362.812033415,-2920362.812033415,2001,Small Forward,Philadelphia 76ers
243000,3397928.708788514,-3154928.708788514,2001,Point Guard,Denver Nuggets
241000,3524305.9732919335,-3283305.9732919335,2001,Forward,Golden State Warriors
161000,3461117.341040224,-3300117.341040224,2001,Guard,Philadelphia 76ers
90000,3397928.708788514,-3307928.708788514,2001,Point Guard,New Jersey Nets
83000,3461117.341040224,-3378117.341040224,2001,Guard,Houston Rockets
80000,3461117.341040224,-3381117.341040224,2001,Guard,Washington Wizards
37000,3524305.9732919335,-3487305.9732919335,2001,Forward,Chicago Bulls
34000,3397928.708788514,-3363928.708788514,2001,Point Guard,New Jersey Nets
32000,3461117.341040224,-3429117.341040224,2001,Guard,Golden State Warriors
29000,3461117.341040224,-3432117.341040224,2001,Guard,Charlotte Hornets
26000,3587494.6055436432,-3561494.6055436432,2001,Center,Denver Nuggets
24000,3271551.4442851245,-3247551.4442851245,2001,Shooting Guard,Philadelphia 76ers
24000,3524305.9732919335,-3500305.9732919335,2001,Forward,New Jersey Nets
22400000,3440638.125778109,18959361.87422189,2002,Power Forward,Minnesota Timberwolves
21428000,3693392.6547849476,17734607.345215052,2002,Center,Los Angeles Lakers
18756000,3693392.6547849476,15062607.345215052,2002,Center,Miami Heat
18750000,3440638.125778109,15309361.874221891,2002,Power Forward,Denver Nuggets
18083000,3314260.8612746894,14768739.13872531,2002,Small Forward,Portland Trail Blazers
17500000,3440638.125778109,14059361.874221891,2002,Power Forward,Utah Jazz
14400000,3440638.125778109,10959361.874221891,2002,Power Forward,Portland Trail Blazers
14315000,3693392.6547849476,10621607.345215052,2002,Center,Philadelphia 76ers
12926000,3503826.7580298185,9422173.241970181,2002,Point Guard,Seattle SuperSonics
12770000,3693392.6547849476,9076607.345215052,2002,Center,Portland Trail Blazers
12750000,3693392.6547849476,9056607.345215052,2002,Center,Sacramento Kings
12375000,3503826.7580298185,8871173.241970181,2002,Point Guard,Portland Trail Blazers
12045000,3377449.493526399,8667550.5064736,2002,Shooting Guard,Indiana Pacers
11700000,3440638.125778109,8259361.874221891,2002,Power Forward,Denver Nuggets
11250000,3440638.125778109,7809361.874221891,2002,Power Forward,Boston Celtics
11250000,3440638.125778109,7809361.874221891,2002,Power Forward,Atlanta Hawks
11250000,3377449.493526399,7872550.506473601,2002,Shooting Guard,Philadelphia 76ers
11250000,3377449.493526399,7872550.506473601,2002,Shooting Guard,New York Knicks
11250000,3440638.125778109,7809361.874221891,2002,Power Forward,Seattle SuperSonics
11250000,3693392.6547849476,7556607.345215052,2002,Center,Cleveland Cavaliers
11250000,3314260.8612746894,7935739.138725311,2002,Small Forward,Phoenix Suns
11250000,3377449.493526399,7872550.506473601,2002,Shooting Guard,Milwaukee Bucks
11250000,3314260.8612746894,7935739.138725311,2002,Small Forward,Los Angeles Lakers
11250000,3503826.7580298185,7746173.241970181,2002,Point Guard,Phoenix Suns
11000000,3440638.125778109,7559361.874221891,2002,Power Forward,Toronto Raptors
10865000,3377449.493526399,7487550.506473601,2002,Shooting Guard,Orlando Magic
10865000,3693392.6547849476,7171607.345215052,2002,Center,San Antonio Spurs
10865000,3377449.493526399,7487550.506473601,2002,Shooting Guard,Indiana Pacers
10865000,3440638.125778109,7424361.874221891,2002,Power Forward,New Jersey Nets
10865000,3314260.8612746894,7550739.138725311,2002,Small Forward,Orlando Magic
10625000,3377449.493526399,7247550.506473601,2002,Shooting Guard,Dallas Mavericks
10444000,3693392.6547849476,6750607.345215052,2002,Center,Sacramento Kings
10113000,3440638.125778109,6672361.874221891,2002,Power Forward,Phoenix Suns
10080000,3377449.493526399,6702550.506473601,2002,Shooting Guard,Miami Heat
10009000,3440638.125778109,6568361.874221891,2002,Power Forward,Miami Heat
10000000,3377449.493526399,6622550.506473601,2002,Shooting Guard,New York Knicks
9675000,3440638.125778109,6234361.874221891,2002,Power Forward,Milwaukee Bucks
9500000,3693392.6547849476,5806607.345215052,2002,Center,San Antonio Spurs
9250000,3503826.7580298185,5746173.241970181,2002,Point Guard,Minnesota Timberwolves
9093000,3503826.7580298185,5589173.241970181,2002,Point Guard,Denver Nuggets
9000000,3377449.493526399,5622550.506473601,2002,Shooting Guard,San Antonio Spurs
8990000,3314260.8612746894,5675739.138725311,2002,Small Forward,Milwaukee Bucks
